book_id,book_title,book_author,publication_year,classification_level_1,classification_level_2,classification_level_3
135,"2001 IEEE Emerging Technologies Symposium on Broadband Communications for the Internet Era : symposium digest : September 10th & 11th, 2001, Richardson, TX","IEEE Emerging Technologies Symposium on Broadband Communications for the Internet Era Richardson, Tex.) 2001 : (3rd :; IEEE Emerging Technologies Symposium on Broadband Communications for the Internet Era Corporate Author",2001,Technology,Engineering & allied operations,Applied physics
136,"2001 IEEE International Conference on Systems, Man & Cybernetics : October 7-10, 2001, Tucson Convention Center, Tucson, Arizona, USA","IEEE International Conference on Systems, Man, and Cybernetics Tucson, Ariz.) (2001 :; IEEE International Conference on Systems, Man, and Cybernetics Corporate Author",2001,"Computer science, information & general works","Computer science, knowledge & systems",Systems
137,2001 IEEE Radiation Effects Data Workshop,"IEEE Radiation Effects Data Workshop Vancouver, B.C.) 2001 : (10th :; IEEE Nuclear and Plasma Society Staff Corporate Author",2001,Technology,Engineering & allied operations,Applied physics
138,2001 IEEE Tencon - 2001 IEEE Region 10 Conference: Electrical and Electronic Technology,"TENCON Singapore) (2001 :; IEEE, Region 10 Staff Corporate Author",2001,Technology,Engineering & allied operations,Applied physics
139,2001 International Interconnect Technology Conference,"IEEE International Interconnect Technology Conference San Francisco, Calif.) (2001 :; IEEE, Electron Devices Society Staff Corporate Author",2001,Technology,Engineering & allied operations,Applied physics
140,"2002 1st IEEE Symposium ""Intelligent Systems""","International IEEE Symposium ""Intelligent Systems"" Varna, Bulgaria) (2002 :; IEEE Computer Society Staff Corporate Author",2002,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
141,"2002 3rd International Conference on Microwave and Millimeter Wave Technology : ICMMT 2002 : August 17-19, 2002, Beijing, China","International Conference on Microwave and Millimeter Wave Technology Beijing, China) 2002 : (3rd :; International Conference on Microwave and Millimeter Wave Technology Corporate Author",2002,Technology,Engineering & allied operations,Applied physics
142,"2002 9th IEEE International Conference on Electronics, Circuits and Systems","Institute of Electrical and Electronics Engineers, author, issuing body.",2002,Technology,Engineering & allied operations,Applied physics
143,2002 Digest of the LEOS SummerTopicals Meetings,"LEOS Summer Topical Meetings Mont Tremblant, Quebec) (2002 :; IEEE Staff Corporate Author",2002,Technology,Engineering & allied operations,Applied physics
144,"2002 IEEE International Conference on Computer Design : VLSI in computers and processors : proceedings : September 16-18, 2002, Freiburg, Germany","IEEE International Conference on Computer Design Freiburg im Breisgau, Germany) (2002 :; IEEE International Conference on Computer Design Corporate Author",2002,Technology,Engineering & allied operations,Applied physics
145,2002 IEEE Ultrasonics Symposium,"Institute of Electrical and Electronics Engineers, author, issuing body.",2003,Technology,Engineering & allied operations,Engineering & allied operations
146,2002 IEEE-SP Workshop on Speech Synthesis,"IEEE Workshop on Speech Synthesis Santa Monica, Calif.) (2002 :; IEEE Signal Processing Society Staff Corporate Author",2002,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
147,2002 International Conference on Image Processing,"IEEE, Signal Processing Society and Circuits and System Staff Corporate Author",2002,Technology,Engineering & allied operations,Applied physics
148,"2002 International Zurich Seminar on Broadband Communications : accessing, transmission, networking : proceedings : Meeting the challenge of high-speed communications : February 19-21, 2002, ETH Zurich, Switzerland","International Zurich Seminar on Broadband Communications Zurich, Switzerland) 2002 : (17th :; International Zurich Seminar on Broadband Communications Corporate Author",2001,Technology,Engineering & allied operations,Applied physics
149,"2002 MILCOM proceedings : global information grid--enabling transformation through 21st century communications, Disneyland Resort, October 7-10, 2002, Anaheim, California","MILCOM 2002 Anaheim, Calif.). (2002 :; MILCOM 2002 Corporate Author",2002,Technology,Engineering & allied operations,Military & nautical engineering
150,2003 19th International Conference on Data Engineering,"IEEE Computer Society Staff, author.",2003,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
151,2003 Asian Conference on Sensors,"Asian Conference on Sensors Kuala Lumpur, Malaysia) (2003 :; IEEE Malaysia Section Staff Corporate Author",2003,Technology,Manufacture for specific uses,Precision instruments & other devices
152,2003 Data Compression Conference,"IEEE Computer Society Staff, author.",2003,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
153,2003 Euromicro Symposium on Digital Systems Design (Euro-DSD 2003),"Euromicro Symposium on Digital Systems Design Belek-Antalya, Turkey) (2003 :; IEEE Computer Society Staff Corporate Author",2003,Technology,Engineering & allied operations,Applied physics
154,"2003 GaAs Reliability Workshop : proceedings : November 9, 2003, San Diego, California","GaAs Reliability Workshop San Diego, Calif.) (2003 :; GaAs Reliability Workshop Corporate Author",2003,Technology,Engineering & allied operations,Applied physics
155,2003 IEEE 49th Holm Conference on Electrical Contacts,"IEEE Components, Manufacturing And Technology Society Staff, author.",2003,Technology,Engineering & allied operations,Applied physics
156,2003 IEEE Conference on Electron Devices and Solid-State Circuits,"IEEE Conference on Electron Devices and Solid-State Circuits Hong Kong) (2003 :; IEEE, Hong Kong Electron Devices Chapter Staff Corporate Author",2003,Technology,Engineering & allied operations,Applied physics
157,2003 IEEE Conference on Open Architectures and Network Programming,"OPENARCH (Conference) San Francisco, Calif.) 2003 : (6th :; IEEE Communications Society Staff Corporate Author",2003,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
158,2003 IEEE Conference Radar,"IEEE Aerospace and Electronic Systems Society Staff, author.",2003,Technology,Engineering & allied operations,Applied physics
159,2003 IEEE Conference Visualization,"IEEE Conference on Visualization Seattle, Wash.) (2003 :; IEEE Computer Society Staff Corporate Author",2003,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
160,2003 IEEE International Conference on Information Technology: Research and Education,"International Conference on Information Technology: Research and Education Newark, N.J.) 2003 : (1st :; IEEE North Jersey Section Staff Corporate Author",2003,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
161,2003 IEEE International Conference on Plasma Science,"IEEE Computer Society Staff, author.",2003,Natural Sciences and Mathemetics,Physics,Physics
162,2003 IEEE Nuclear Science Symposium Conference,"IEEE Nuclear Plasma Society Staff, author.",2004,Natural Sciences and Mathemetics,Physics,Modern physics
163,"2003 IEEE Radio Frequency Integrated Circuits (RFIC) Symposium : digest of papers : [Pennsylvania Convenion Center, June 8-10, 2003","IEEE Radio Frequency Integrated Circuits Symposium Philadelphia, Pa.) (2003 :; IEEE Radio Frequency Integrated Circuits Symposium Corporate Author",2003,Technology,Engineering & allied operations,Applied physics
164,2003 IEEE SoutheastCon,"IEEE Jamaica Section Staff, author, issuing body.",2003,Technology,Engineering & allied operations,Applied physics
165,"2003 IEEE/PES Transmission and Distribution Conference & Exposition : 7-12 September, 2003, Dallas, Texas","IEEE/PES Transmission and Distribution Conference and Exposition Dallas, Tex.) (2003 :; IEEE/PES Transmission and Distribution Conference and Exposition Corporate Author",2003,Technology,Engineering & allied operations,Applied physics
166,2003 Industry Applications 50th Annual Conference Petroleum and Chemical Industry,"IEEE Industry Applications Society Staff, author.",2003,Technology,Engineering & allied operations,Mining & related operations
167,2003 International Symposium on Computational Intelligence in Robotics and Automation,"IEEE International Symposium on Computational Intelligence in Robotics and Automation Ko?be-shi, Japan) (2003 :; IEEE Robotics and Automation Society Staff Corporate Author",2003,Technology,Engineering & allied operations,Other branches of engineering
168,"2003 NASA/DoD Conference on Evolvable Hardware : proceedings : 9-11 July, 2003, Chicago, Illinois, USA","NASA/DoD Conference on Evolvable Hardware Chicago, Ill.) (2003 :; NASA/DoD Conference on Evolvable Hardware Corporate Author",2003,Technology,Engineering & allied operations,Applied physics
